ProbeR	  Phi_acc
5.2200	  48.1049461000
5.2300	  47.8755722000
5.2400	  48.0579033000
5.2500	  48.1655045000
5.2600	  48.3798218000
5.2700	  48.3239708000
5.2800	  48.3062096000
5.2900	  47.7159843000
5.3000	  47.8912811000
5.3100	  47.6407852000
5.3200	  47.4502907000
5.3300	  47.5997581000
5.3400	  47.6925812000
5.3500	  47.8642387000
5.3600	  47.7949142000
5.3700	  47.9991150000
5.3800	  47.7895699000
5.3900	  47.3770065000
5.4000	  47.1832466000
5.4100	  46.9667358000
5.4200	  46.8848724000
5.4300	  47.1048279000
5.4400	  46.9945869000
5.4500	  47.1832466000
5.4600	  47.3823204000
5.4700	  47.5806427000
5.4800	  47.0077667000
5.4900	  46.2534370000
5.5000	  46.4378700000
5.5100	  46.6727448000
5.5200	  46.5431404000
5.5300	  46.7481804000
5.5400	  46.6246338000
5.5500	  46.8551292000
5.5600	  47.0787239000
5.5700	  47.2636223000
5.5800	  30.6080971000
5.5900	  30.7128067000
5.6000	  30.8131371000
5.6100	  30.9571953000
5.6200	  30.7612000000
5.6300	  30.5758057000
5.6400	  30.7032051000
5.6500	  30.8062992000
5.6600	  30.9580364000
5.6700	  30.8754234000
5.6800	  30.3784733000
5.6900	  30.5101929000
5.7000	  30.3029156000
5.7100	  30.4308453000
5.7200	  30.5481434000
5.7300	  30.4246902000
5.7400	  30.4831543000
5.7500	  30.6438084000
5.7600	  30.1349869000
5.7700	  29.9743004000
5.7800	  30.0717392000
5.7900	  29.8737850000
5.8000	  29.9889679000
5.8100	  29.8637161000
5.8200	  29.9941597000
5.8300	  30.0818081000
5.8400	  30.2083378000
5.8500	  29.6952248000
5.8600	  29.6408653000
5.8700	  29.7812881000
5.8800	  29.5513840000
5.8900	  29.6818295000
5.9000	  29.8062153000
5.9100	  29.6760178000
5.9200	  29.7714062000
5.9300	  29.2418804000
5.9400	  29.3640289000
5.9500	  29.4929829000
5.9600	  29.3371773000
5.9700	  29.1263542000
5.9800	  29.2687359000
5.9900	  29.3851643000
6.0000	  29.2273827000
6.0100	  29.3497620000
6.0200	  28.8099384000
6.0300	  28.9289627000
6.0400	  29.0442085000
6.0500	  29.0106888000
6.0600	  28.8040161000
6.0700	  28.9348373000
6.0800	  29.0556793000
6.0900	  29.1737232000
6.1000	  29.0293369000
6.1100	  28.4878311000
6.1200	  28.5958519000
6.1300	  28.7227097000
6.1400	  28.8469410000
6.1500	  28.3617706000
6.1600	  28.4963169000
6.1700	  28.6167564000
6.1800	  28.7486305000
6.1900	  28.8637848000
6.2000	  28.6990738000
6.2100	  28.1329536000
6.2200	  28.2484798000
6.2300	  28.3952885000
6.2400	  28.3777599000
6.2500	  28.1658688000
6.2600	  28.2792511000
6.2700	  28.4273186000
6.2800	  28.5417881000
6.2900	  28.6552010000
6.3000	  27.8204060000
6.3100	  27.9391022000
6.3200	  28.0695477000
6.3300	  28.2061481000
6.3400	  27.7068825000
6.3500	  27.8128529000
6.3600	  27.9526672000
6.3700	  28.0786400000
6.3800	  28.1951466000
6.3900	  28.0302944000
6.4000	  27.4231949000
6.4100	  27.5484657000
6.4200	  27.6799831000
6.4300	  27.7849731000
6.4400	  27.5149441000
6.4500	  27.6275806000
6.4600	  27.7582130000
6.4700	  27.8936005000
6.4800	  28.0047455000
6.4900	  25.9472160000
6.5000	  26.0617638000
6.5100	  26.1758919000
6.5200	  26.2965469000
6.5300	  26.4084854000
6.5400	  26.0133705000
6.5500	  26.1105766000
6.5600	  26.2471771000
6.5700	  26.3554306000
6.5800	  26.4763031000
6.5900	   1.2190482600
6.6000	   1.2245495300
6.6100	   1.2293981300
6.6200	   1.2347284600
6.6300	   1.2407892900
6.6400	   1.2466168400
6.6500	   1.2517918300
6.6600	   1.2584586100
6.6700	   1.2631673800
6.6800	   1.2682490300
6.6900	   0.0000000000
6.7000	   0.0000000000
6.7100	   0.0000000000
6.7200	   0.0000000000
6.7300	   0.0000000000
6.7400	   0.0000000000
6.7500	   0.0000000000
6.7600	   0.0000000000
6.7700	   0.0000000000
6.7800	   0.0000000000
6.7900	   0.0000000000
6.8000	   0.0000000000
6.8100	   0.0000000000
6.8200	   0.0000000000
6.8300	   0.0000000000
6.8400	   0.0000000000
6.8500	   0.0000000000
6.8600	   0.0000000000
6.8700	   0.0000000000
6.8800	   0.0000000000
6.8900	   0.0000000000
6.9000	   0.0000000000
6.9100	   0.0000000000
6.9200	   0.0000000000
6.9300	   0.0000000000
6.9400	   0.0000000000
6.9500	   0.0000000000
6.9600	   0.0000000000
6.9700	   0.0000000000
6.9800	   0.0000000000
6.9900	   0.0000000000
